Date,Open,High,Low,Close,Adj Close,Volume
2019-04-15,46.880001,47.040001,46.700001,47.000000,47.000000,10261300
2019-04-16,47.049999,47.099998,46.700001,46.950001,46.950001,10804600
2019-04-17,47.200001,47.549999,47.150002,47.279999,47.279999,11849300
2019-04-18,47.330002,47.580002,47.270000,47.480000,47.480000,12167000
2019-04-22,47.400002,47.610001,47.020000,47.400002,47.400002,9834700
2019-04-23,48.090000,48.720001,47.549999,48.209999,48.209999,25327800
2019-04-24,48.029999,48.230000,47.919998,47.980000,47.980000,15997300
2019-04-25,47.740002,47.889999,47.470001,47.840000,47.840000,11444400
2019-04-26,47.990002,48.450001,47.980000,48.259998,48.259998,10154300
2019-04-29,48.169998,48.450001,48.110001,48.419998,48.419998,9731500
2019-04-30,48.529999,49.180000,48.389999,49.060001,49.060001,17912900
2019-05-01,48.950001,49.080002,48.549999,48.590000,48.590000,10551200
2019-05-02,48.529999,48.770000,48.270000,48.389999,48.389999,8724600
2019-05-03,48.599998,48.959999,48.520000,48.720001,48.720001,7076900
2019-05-06,48.330002,48.610001,48.259998,48.470001,48.470001,8657800
2019-05-07,48.230000,48.290001,47.770000,48.000000,48.000000,12487500
2019-05-08,48.049999,48.230000,47.820000,47.849998,47.849998,9281400
2019-05-09,47.799999,47.980000,47.070000,47.400002,47.400002,11450500
2019-05-10,47.410000,48.299999,47.400002,48.189999,48.189999,9653800
2019-05-13,47.910000,48.130001,47.730000,48.049999,48.049999,11911500
2019-05-14,48.529999,49.320000,48.349998,48.930000,48.930000,6512869
